   1.72682381       7.13542178E-02
  0.133763194      0.507076144    
   6.53387308E-02  0.103581436    
   1.92049825      0.772407115    
   1.43046927      0.135073096    
  0.300792098       8.11296478E-02
  0.563557148       6.49636760E-02
  0.132623672      0.213128194    
  0.705196738       2.35440638E-02
  0.460113525      0.176044255    
   4.63557243E-03  0.337310970    
   1.67273784       7.58051081E-03
   1.92036402      0.821172714    
  0.241767287      0.388770074    
   1.86671352      0.386826068    
  0.429470539      0.172194481    
  0.149359941      0.305301040    
   1.85486054      0.106928542    
   1.78856194      0.447224587    
  0.382477164       9.15686041E-02
   6.05450869E-02  0.556547642    
  0.209731102      0.112049691    
   1.53219700E-02  0.777768552    
   9.05346870E-03  0.320862085    
   1.69306958      0.427894831    
   1.77742374      0.564119995    
  0.182229400       8.43743905E-02
  0.201787829      0.170582697    
   1.49989700      0.236943081    
   1.48197532      0.220128089    
   1.97609687       5.73639721E-02
  0.405330539      0.253919870    
   1.86203265      0.626779914    
   1.60880458      0.119426027    
  0.281933069      0.260935426    
  0.277793288      0.157188281    
   6.22832775E-03  0.588153422    
  0.523053169      0.217751160    
   1.95642900      0.176675990    
   1.93467724      0.738301575    
   5.56408167E-02  0.192263812    
   1.08613968E-02  0.894213498    
   1.81632757      0.252199680    
   1.63211823E-02  0.636490464    
   1.33579969E-02  0.872052014    
   1.94949436      0.228920341    
   1.43344390      0.112720750    
   1.79399049      0.129286155    
   1.96970868      0.678610921    
  0.379171610      0.187074929    
   1.80897152      0.407916307    
   1.94508803      0.377802551    
   1.69812977       8.04640129E-02
  0.143435001      0.657173872    
   1.66074228       1.98438093E-02
  0.198793530      0.481487334    
  0.246855497       2.40561608E-02
   1.59314835       2.48594247E-02
  0.473626256       6.49623871E-02
   1.95291114      0.125581473    
  0.362442017      0.324042499    
   1.99653304      0.672665536    
  0.566291213       6.41978383E-02
  0.525230646      0.152913272    
   1.77213812      0.188324884    
   1.94234824      0.703184307    
   1.86301279      0.686183512    
   1.88923860      0.141679347    
  0.421699286      0.254887462    
   1.37568879      0.112373166    
   1.98042929      0.303674221    
   1.84960771      0.113072254    
   1.02232695E-02  0.558513165    
  0.216951013      0.287935793    
  0.108524561      0.244103923    
  0.130297065      0.336979955    
   2.17587948E-02  0.326248974    
  0.110795259      0.416731298    
   1.84190702      0.467853069    
   1.62914920      0.120820768    
   1.79092085      0.425437242    
  0.198798180      0.328922361    
  0.171386838      0.243177816    
   4.11566496E-02  0.729828179    
  0.410866737      0.269971251    
  0.397054195      0.178298295    
  0.162871003       4.66275634E-03
   6.07134104E-02  0.134352937    
   1.96155572      0.266530186    
   1.92868710E-02  0.911111474    
  0.377564669      0.242322206    
  0.433256030      0.306584001    
  0.161715508      0.626218319    
   5.37027121E-02  0.482820719    
  0.423423767      0.115980722    
   1.09696388E-02  0.118031904    
  0.202538610      0.492051095    
   2.91093588E-02   6.62200451E-02
   1.96269214      0.451282859    
   1.48243904       5.23860157E-02
   7.38358498E-02  0.141317606    
   1.77579522       9.35122967E-02
  0.486286640      0.135237634    
   1.68938327      0.115954764    
   1.50388050      0.158051297    
   1.66632152      0.354783475    
   1.78672636      0.113720462    
   1.96433866      0.876900554    
   1.80753589      0.563258350    
   1.89661527      0.198510021    
   1.99597502      0.734600902    
  0.426087141      0.286534309    
  0.111484408      0.131268993    
   1.95566738       5.30469157E-02
  0.100413322      0.513862431    
  0.452025056      0.103690512    
  0.155897021      0.362112552    
   1.84976840      0.145655170    
   1.60941398       3.76836136E-02
   1.97266042      0.343067318    
   1.61435544       1.02784000E-02
  0.134598017      0.225581571    
   1.91107833       8.37152228E-02
  0.189166069      0.649470210    
   1.81581414      0.646951318    
   1.65379310       3.38244587E-02
   1.89625478      0.569519460    
   1.87103093      0.592599690    
   1.98488259      0.427267998    
  0.383535266      0.113270849    
   3.98321152E-02   7.93409497E-02
   1.88522518      0.341157347    
   1.86502731      0.635783911    
  0.189682603       7.14807585E-02
   1.91650307      0.438945115    
  0.161481023      0.653921127    
  0.130608320       8.69849846E-02
  0.263685226      0.179869562    
  0.219111323      0.131737649    
   1.78505743       8.84685665E-02
  0.340243101      0.192153841    
   1.66791916      0.248026267    
   1.62551296       9.85234454E-02
  0.392126322      0.233598217    
   1.92198884      0.757262647    
  0.107708335      0.117657483    
   5.28500080E-02  0.375096023    
  0.152196646      0.436983943    
   1.47115374       9.15897414E-02
   1.44896662      0.171096325    
  0.350754023      0.365282089    
  0.358428121      0.342932463    
   4.14180756E-02  0.723700047    
   1.95470297      0.159463614    
  0.206552029      0.340404540    
  0.220127225      0.397903353    
  0.107443094      0.761471510    
  0.602678657       8.34071189E-02
   1.67262769      0.198345348    
  0.222295523      0.118045941    
   8.38311911E-02  0.121585697    
  0.300078511       2.81777177E-02
   1.99173415      0.929751933    
   1.61324608      0.283189058    
  0.460617423      0.288805187    
   1.81000233E-02  0.312310308    
  0.197965503      0.242721707    
  0.174033165      0.326018870    
   1.98003519      0.730898738    
  0.221410155       7.37714618E-02
   1.95539749       8.96328464E-02
  0.147125483      0.344496280    
   1.70071661      0.197479114    
   1.88396049      0.149380580    
   3.44737768E-02  0.236130878    
  0.231107593      0.226846680    
   1.80588233       5.52244037E-02
   1.93901980      0.362756401    
  0.159050465      0.605055809    
   1.71489847      0.420481920    
  0.134989619      0.608624756    
   1.96759987      0.327393204    
  0.258042932      0.164280176    
  0.386244416      0.163127109    
  0.309747696      0.131858081    
   1.51360035E-03  0.722788870    
   1.81582689      0.384193122    
   1.95577765      0.138995886    
   1.63924849      0.344699562    
   1.76974082      0.115773916    
  0.194712281      0.546886325    
   1.95849848      0.628910542    
